Date,Open,High,Low,Close,Adj Close,Volume
2017-07-25,null,null,null,null,null,null
2017-07-26,5.310000,5.320000,5.310000,5.320000,5.201053,6300
2017-07-27,5.320000,5.320000,5.320000,5.320000,5.201053,741
2017-07-28,5.340000,5.340000,5.340000,5.340000,5.220606,1685
2017-07-31,5.360000,5.360000,5.360000,5.360000,5.240159,375
2017-08-01,5.400000,5.400000,5.400000,5.400000,5.279264,984
2017-08-02,5.380000,5.400000,5.380000,5.400000,5.279264,23989
2017-08-03,5.390000,5.390000,5.380000,5.380000,5.259712,5000
2017-08-04,null,null,null,null,null,null
2017-08-07,5.410000,5.410000,5.410000,5.410000,5.289041,3994
2017-08-08,5.380000,5.380000,5.370000,5.370000,5.249935,625
2017-08-09,5.370000,5.370000,5.350000,5.360000,5.240159,11386
2017-08-10,5.380000,5.380000,5.380000,5.380000,5.259712,9930
2017-08-11,5.320000,5.320000,5.310000,5.310000,5.191277,11040
2017-08-14,5.280000,5.290000,5.280000,5.290000,5.171724,2539
2017-08-15,5.280000,5.280000,5.270000,5.280000,5.161948,16569
2017-08-16,5.260000,5.280000,5.260000,5.260000,5.142395,3405
2017-08-17,5.210000,5.220000,5.210000,5.220000,5.103289,6851
2017-08-18,5.170000,5.170000,5.170000,5.170000,5.054408,2417
2017-08-21,5.180000,5.180000,5.170000,5.170000,5.054408,7948
2017-08-22,5.160000,5.170000,5.160000,5.170000,5.054408,4474
2017-08-23,5.200000,5.200000,5.200000,5.200000,5.083736,8057
2017-08-24,5.200000,5.200000,5.200000,5.200000,5.083736,0
2017-08-25,5.230000,5.240000,5.230000,5.240000,5.122842,6810
2017-08-28,5.240000,5.240000,5.240000,5.240000,5.122842,661
2017-08-29,5.200000,5.200000,5.190000,5.200000,5.083736,23243
2017-08-30,5.230000,5.230000,5.220000,5.230000,5.113066,19192
2017-08-31,5.230000,5.230000,5.220000,5.230000,5.113066,2194
2017-09-01,5.250000,5.250000,5.240000,5.250000,5.132618,6184
2017-09-04,5.260000,5.270000,5.260000,5.270000,5.152171,4280
2017-09-05,5.280000,5.280000,5.270000,5.270000,5.152171,7364
2017-09-06,5.300000,5.310000,5.300000,5.310000,5.191277,5000
2017-09-07,5.350000,5.360000,5.350000,5.360000,5.240159,5864
2017-09-08,5.360000,5.360000,5.340000,5.340000,5.220606,65507
2017-09-11,5.350000,5.350000,5.350000,5.350000,5.230382,302
2017-09-12,5.350000,5.350000,5.350000,5.350000,5.230382,0
2017-09-13,5.380000,5.380000,5.360000,5.360000,5.240159,17870
2017-09-14,5.430000,5.430000,5.430000,5.430000,5.308594,5400
2017-09-15,5.450000,5.450000,5.450000,5.450000,5.328146,13665
2017-09-18,5.460000,5.460000,5.460000,5.460000,5.337923,26457
2017-09-19,5.470000,5.470000,5.470000,5.470000,5.347699,600
2017-09-20,5.500000,5.500000,5.500000,5.500000,5.377029,1450
2017-09-21,5.540000,5.540000,5.540000,5.540000,5.416134,18900
2017-09-22,5.540000,5.540000,5.540000,5.540000,5.416134,5300
2017-09-25,5.580000,5.580000,5.580000,5.580000,5.455240,2163
2017-09-26,5.660000,5.660000,5.640000,5.650000,5.523675,11200
2017-09-27,5.640000,5.640000,5.640000,5.640000,5.513899,865
2017-09-28,5.670000,5.670000,5.670000,5.670000,5.543228,4000
2017-09-29,5.660000,5.660000,5.660000,5.660000,5.533452,200
2017-10-01,5.700000,5.700000,5.680000,5.680000,5.553004,2781
2017-10-02,5.700000,5.700000,5.700000,5.700000,5.572557,700
2017-10-03,5.700000,5.700000,5.700000,5.700000,5.572557,0
2017-10-04,5.680000,5.680000,5.680000,5.680000,5.553004,4150
2017-10-05,5.710000,5.720000,5.710000,5.720000,5.592110,7000
2017-10-08,5.690000,5.690000,5.680000,5.680000,5.553004,2582
2017-10-09,5.690000,5.690000,5.690000,5.690000,5.562781,529
2017-10-10,5.700000,5.700000,5.700000,5.700000,5.572557,10230
2017-10-11,5.710000,5.720000,5.700000,5.720000,5.592110,16190
2017-10-12,5.720000,5.720000,5.720000,5.720000,5.592110,0
2017-10-15,5.710000,5.720000,5.710000,5.710000,5.582334,27280
2017-10-16,5.700000,5.700000,5.700000,5.700000,5.572557,550
2017-10-17,5.700000,5.700000,5.700000,5.700000,5.572557,2985
2017-10-18,5.690000,5.690000,5.690000,5.690000,5.562781,850
2017-10-19,5.670000,5.680000,5.670000,5.680000,5.553004,6150
2017-10-22,5.670000,5.680000,5.670000,5.680000,5.553004,1150
2017-10-23,5.650000,5.650000,5.640000,5.640000,5.513899,6375
2017-10-24,5.640000,5.640000,5.640000,5.640000,5.513899,0
2017-10-25,5.640000,5.650000,5.640000,5.640000,5.513899,15289
2017-10-26,5.660000,5.680000,5.650000,5.680000,5.553004,9262
2017-10-29,5.710000,5.710000,5.700000,5.710000,5.582334,119775
2017-10-30,5.710000,5.710000,5.710000,5.710000,5.582334,0
2017-10-31,5.780000,5.780000,5.780000,5.780000,5.650769,19060
2017-11-01,5.810000,5.820000,5.800000,5.820000,5.689875,19865
2017-11-02,5.840000,5.850000,5.840000,5.850000,5.719203,7200
2017-11-05,5.850000,5.850000,5.840000,5.840000,5.709427,134440
2017-11-06,5.840000,5.840000,5.840000,5.840000,5.709427,0
2017-11-07,5.940000,5.940000,5.940000,5.940000,5.807191,5241
2017-11-08,5.950000,5.950000,5.940000,5.940000,5.807191,10250
2017-11-09,5.930000,5.930000,5.910000,5.910000,5.777862,5000
2017-11-12,5.910000,5.910000,5.910000,5.910000,5.777862,0
2017-11-13,5.860000,5.870000,5.860000,5.870000,5.738756,16500
2017-11-14,5.870000,5.870000,5.870000,5.870000,5.738756,0
2017-11-15,5.700000,5.720000,5.690000,5.710000,5.582334,14010
2017-11-16,5.710000,5.710000,5.710000,5.710000,5.582334,0
2017-11-19,5.710000,5.710000,5.710000,5.710000,5.582334,3300
2017-11-20,5.710000,5.710000,5.710000,5.710000,5.582334,0
2017-11-21,5.730000,5.730000,5.730000,5.730000,5.601887,8325
2017-11-22,5.750000,5.750000,5.750000,5.750000,5.621439,16260
2017-11-23,5.760000,5.760000,5.760000,5.760000,5.631216,82502
2017-11-26,5.760000,5.760000,5.750000,5.760000,5.631216,15757
2017-11-27,5.740000,5.740000,5.700000,5.710000,5.582334,108050
2017-11-28,5.750000,5.770000,5.750000,5.770000,5.640992,22936
2017-11-29,5.750000,5.750000,5.750000,5.750000,5.621439,6800
2017-11-30,5.790000,5.790000,5.790000,5.790000,5.660545,13733
2017-12-03,5.870000,5.870000,5.850000,5.870000,5.738756,51313
2017-12-04,5.840000,5.840000,5.840000,5.840000,5.709427,6820
2017-12-05,5.810000,5.810000,5.810000,5.810000,5.680098,4981
2017-12-06,5.780000,5.790000,5.780000,5.790000,5.660545,10300
2017-12-07,5.780000,5.790000,5.780000,5.780000,5.650769,11659
2017-12-10,5.830000,5.840000,5.830000,5.840000,5.709427,10850
2017-12-11,5.880000,5.880000,5.880000,5.880000,5.748533,7187
2017-12-12,5.870000,5.880000,5.870000,5.880000,5.748533,3672
2017-12-13,5.880000,5.880000,5.860000,5.860000,5.728980,150783
2017-12-14,5.840000,5.840000,5.840000,5.840000,5.709427,8716
2017-12-17,5.840000,5.860000,5.840000,5.860000,5.728980,2221
2017-12-18,5.880000,5.900000,5.880000,5.900000,5.768086,34898
2017-12-19,5.900000,5.900000,5.900000,5.900000,5.768086,594
2017-12-20,5.940000,5.940000,5.930000,5.930000,5.797415,10950
2017-12-21,6.000000,6.030000,6.000000,6.030000,5.895179,5000
2017-12-26,6.030000,6.030000,6.030000,6.030000,5.895179,0
2017-12-27,6.030000,6.030000,6.030000,6.030000,5.895179,0
2017-12-28,6.030000,6.030000,6.030000,6.030000,5.895179,0
2018-01-01,6.030000,6.030000,6.030000,6.030000,5.937163,0
2018-01-02,6.080000,6.080000,6.080000,6.080000,5.986393,8223
2018-01-03,6.180000,6.180000,6.180000,6.180000,6.084853,243
2018-01-04,6.210000,6.220000,6.210000,6.210000,6.114392,3200
2018-01-07,6.200000,6.220000,6.200000,6.220000,6.124238,7014
2018-01-08,6.240000,6.240000,6.230000,6.230000,6.134084,2623
2018-01-09,6.230000,6.230000,6.230000,6.230000,6.134084,6000
2018-01-10,6.210000,6.210000,6.200000,6.200000,6.104546,189700
2018-01-11,6.290000,6.290000,6.290000,6.290000,6.193160,44114
2018-01-14,6.380000,6.380000,6.340000,6.340000,6.242390,34089
2018-01-15,6.340000,6.340000,6.340000,6.340000,6.242390,0
2018-01-16,6.310000,6.310000,6.270000,6.270000,6.173468,17105
2018-01-17,6.270000,6.270000,6.270000,6.270000,6.173468,0
2018-01-18,6.250000,6.260000,6.250000,6.260000,6.163622,8769
2018-01-21,6.220000,6.220000,6.220000,6.220000,6.124238,20587
2018-01-22,6.330000,6.340000,6.330000,6.340000,6.242390,12063
2018-01-23,6.330000,6.330000,6.330000,6.330000,6.232544,5000
2018-01-24,6.330000,6.330000,6.330000,6.330000,6.232544,4023
2018-01-28,6.300000,6.310000,6.290000,6.310000,6.212852,17662
2018-01-29,6.270000,6.270000,6.200000,6.200000,6.104546,1970
2018-01-30,6.120000,6.140000,6.120000,6.140000,6.045469,23375
2018-01-31,6.150000,6.150000,6.140000,6.140000,6.045469,10214
2018-02-01,6.140000,6.140000,6.130000,6.130000,6.035624,29114
2018-02-04,5.930000,5.930000,5.930000,5.930000,5.838702,3500
2018-02-05,5.700000,5.760000,5.530000,5.570000,5.484245,254253
2018-02-06,5.780000,5.850000,5.780000,5.790000,5.700858,28940
2018-02-07,5.750000,5.750000,5.690000,5.720000,5.631936,48523
2018-02-08,5.650000,5.690000,5.600000,5.660000,5.572859,176729
2018-02-11,5.600000,5.650000,5.600000,5.650000,5.563014,108210
2018-02-12,5.690000,5.700000,5.660000,5.690000,5.602397,91053
2018-02-13,5.690000,5.690000,5.660000,5.690000,5.602397,46974
2018-02-14,5.720000,5.790000,5.720000,5.790000,5.700858,57772
2018-02-15,5.760000,5.770000,5.730000,5.770000,5.681166,20423
2018-02-18,5.760000,5.800000,5.760000,5.800000,5.710704,37400
2018-02-19,5.750000,5.810000,5.750000,5.800000,5.710704,34195
2018-02-20,5.780000,5.790000,5.710000,5.710000,5.622089,123906
2018-02-21,5.700000,5.700000,5.650000,5.650000,5.563014,93640
2018-02-22,5.720000,5.750000,5.720000,5.750000,5.661474,19069
2018-02-25,5.820000,5.840000,5.810000,5.810000,5.720550,4402
2018-02-26,5.860000,5.860000,5.860000,5.860000,5.769780,6749
2018-02-27,5.810000,5.810000,5.770000,5.780000,5.691012,92779
2018-02-28,5.720000,5.720000,5.690000,5.700000,5.612243,47882
2018-03-01,5.680000,5.680000,5.650000,5.650000,5.563014,28550
2018-03-04,5.640000,5.640000,5.630000,5.630000,5.543321,35090
2018-03-05,5.730000,5.730000,5.710000,5.730000,5.641782,6622
2018-03-06,5.660000,5.690000,5.640000,5.690000,5.602397,29459
2018-03-07,5.700000,5.700000,5.680000,5.690000,5.602397,11094
2018-03-08,5.710000,5.710000,5.700000,5.700000,5.612243,16982
2018-03-11,5.770000,5.770000,5.770000,5.770000,5.681166,1341
2018-03-12,5.760000,5.760000,5.750000,5.750000,5.661474,54517
2018-03-13,5.750000,5.750000,5.720000,5.720000,5.631936,11695
2018-03-14,5.710000,5.710000,5.710000,5.710000,5.622089,42735
2018-03-15,5.690000,5.690000,5.680000,5.690000,5.602397,44328
2018-03-18,5.740000,5.750000,5.730000,5.730000,5.641782,10096
2018-03-19,5.650000,5.670000,5.650000,5.670000,5.582705,16800
2018-03-20,5.650000,5.670000,5.650000,5.670000,5.582705,16800
2018-03-21,5.790000,5.830000,5.790000,5.820000,5.730396,10155
2018-03-22,5.690000,5.690000,5.690000,5.690000,5.602397,1750
2018-03-25,5.710000,5.720000,5.710000,5.710000,5.622089,30000
2018-03-26,5.780000,5.780000,5.780000,5.780000,5.691012,22000
2018-03-27,5.750000,5.760000,5.750000,5.760000,5.671320,6770
2018-03-28,5.700000,5.700000,5.680000,5.690000,5.602397,5508
2018-04-03,5.690000,5.700000,5.680000,5.680000,5.592551,21099
2018-04-04,5.760000,5.760000,5.760000,5.760000,5.671320,4010
2018-04-05,5.830000,5.830000,5.830000,5.830000,5.740242,1000
2018-04-06,null,null,null,null,null,null
2018-04-09,5.850000,5.900000,5.850000,5.890000,5.799318,10757
2018-04-10,5.880000,5.930000,5.860000,5.920000,5.828856,20892
2018-04-11,5.980000,5.980000,5.980000,5.980000,5.887933,20290
2018-04-12,6.040000,6.070000,6.040000,6.070000,5.976547,7248
2018-04-13,6.040000,6.040000,6.040000,6.040000,5.947009,651
2018-04-16,6.110000,6.110000,6.090000,6.090000,5.996239,26745
2018-04-17,6.130000,6.130000,6.100000,6.130000,6.035624,11128
2018-04-18,6.160000,6.160000,6.160000,6.160000,6.065161,1000
2018-04-19,6.260000,6.260000,6.260000,6.260000,6.163622,6100
2018-04-20,6.300000,6.300000,6.300000,6.300000,6.203006,4762
2018-04-23,6.290000,6.300000,6.290000,6.290000,6.193160,57765
2018-04-24,6.330000,6.350000,6.310000,6.310000,6.212852,13804
2018-04-26,6.340000,6.340000,6.300000,6.310000,6.212852,18620
2018-04-27,6.380000,6.380000,6.370000,6.370000,6.271928,28480
2018-04-30,6.360000,6.370000,6.360000,6.370000,6.271928,10065
2018-05-01,6.370000,6.380000,6.370000,6.380000,6.281775,26105
2018-05-02,6.290000,6.370000,6.290000,6.370000,6.271928,24150
2018-05-03,6.350000,6.360000,6.350000,6.360000,6.262082,4722
2018-05-04,6.370000,6.390000,6.370000,6.380000,6.281775,7258
2018-05-07,6.440000,6.450000,6.440000,6.450000,6.350697,15450
2018-05-08,6.430000,6.430000,6.420000,6.430000,6.331004,23037
2018-05-09,6.440000,6.450000,6.420000,6.450000,6.350697,147448
2018-05-10,6.590000,6.640000,6.580000,6.640000,6.537771,56390
2018-05-11,6.630000,6.640000,6.610000,6.640000,6.537771,60555
2018-05-14,6.660000,6.690000,6.650000,6.690000,6.587002,48439
2018-05-15,6.700000,6.710000,6.680000,6.700000,6.596848,53390
2018-05-16,6.720000,6.750000,6.720000,6.750000,6.646078,81048
2018-05-17,6.750000,6.760000,6.720000,6.730000,6.626386,125819
2018-05-18,6.810000,6.860000,6.810000,6.820000,6.715000,261879
2018-05-21,6.810000,6.830000,6.810000,6.820000,6.715000,38505
2018-05-22,6.820000,6.830000,6.810000,6.830000,6.724846,29469
2018-05-23,6.780000,6.780000,6.730000,6.740000,6.636231,61386
2018-05-24,6.670000,6.670000,6.630000,6.670000,6.567309,41288
2018-05-25,6.590000,6.600000,6.580000,6.600000,6.498387,18992
2018-05-28,6.460000,6.460000,6.380000,6.390000,6.291620,30645
2018-05-29,6.400000,6.420000,6.380000,6.390000,6.291620,44862
